id,visible,title,price,old_price,ribbon,cover,sku,category,short_desc,long_desc
book-17,true,Как родить Бога,700,0,,kak-rodit-boga-130-B.jpg,978-5-902-444-04-6,в-поисках-сокровенного,"Новое и дополненное издание! Книга посвящена древнерусским традициям, вырванным с корнем из современной культуры. Сегодня молодые люди уже н...","Новое и дополненное издание! Книга посвящена древнерусским традициям, вырванным с корнем из современной культуры. Сегодня молодые люди уже не знают ни как выбрать себе спутника или спутницу жизни, ни как правильно зачать, рожать и воспитывать детей, ни как нужно вести себя в семье, чтобы она была источником эволюции, а не источником разрушения здоровья и психики. Даже не знают, как правильно совершать акт соития, превратив последний в разновидность развлечения. Несмотря на огромное количество книг, посвящённых этим вопросам, реальная информация, раскрывающая, хотя бы частично, поднятые темы, в них отсутствует. Эта книга в какой-то степени позволит устранить этот пробел."
book-18,true,Как стать сыроедом,700,0,,kak-stat-syroedom-142-B.jpg,,в-поисках-сокровенного,"Книга предназначена для сыроедов со стажем и для тех, кто хочет безболезненно перейти на сыроедение. Приведены характерные ошибки при сыроед...","Книга предназначена для сыроедов со стажем и для тех, кто хочет безболезненно перейти на сыроедение. Приведены характерные ошибки при сыроедении, дано примерное меню с рецептами сыроедческих блюд для переходного периода."
book-19,true,Календарь Жреца,1500,0,,calendar_jrec.jpg,,русская-волшебная-культура,"Календарь Жреца входит в серию Волшебная Русская Культура и является пособием по определению времени изготовления вещей, которое делает их ч...","Календарь Жреца входит в серию Волшебная Русская Культура и является пособием по определению времени изготовления вещей, которое делает их чудесными и придаёт волшебные свойства. Предназначена для слушателей Школы Жрецов."
book-20,true,Когда люди были Богами,700,0,,kogda-lyudi-byli-bogami-147-B.jpg,978-5-93897-004-5,в-поисках-сокровенного,"Используя мифологию и научные данные, автор доказывает одно из утверждений Вед,что предшествующие цивилизации, по своему развитию находились...","Используя мифологию и научные данные, автор доказывает одно из утверждений Вед,что предшествующие цивилизации, по своему развитию находились на уровне Повелителей Вселенных, и мы являемся их потомками. Эта книга интересна для всех, кто пытается познать правду о происхождении людей и реальную историю нашей цивилизации."
book-21,true,Культ Предков,700,0,,kylt-predkov-800x800.jpg,978-5-93897-002-1,в-поисках-сокровенного,"Автор обосновывает реальность того света не только с позиции субъективных переживаний очевидцев, но и с точки зрения физики. Приводя примеры...","Автор обосновывает реальность того света не только с позиции субъективных переживаний очевидцев, но и с точки зрения физики. Приводя примеры материальных проявлений потустороннего мира, а также условий, при которых&nbsp;становятся возможны переходы в иные миры, он доказывает, что наши предки могли путешествовать по параллельным пространствам."
book-22,true,Метрики,700,0,,metriki-145-B.jpg,978-5-90244-402-2,в-поисках-сокровенного,"Метрика- ваш личный документ, позволяющий Вам построить свою дальнейшую жизнь в соответствии с гармонией, заложенной в природе.Наши мудрые п...","Метрика- ваш личный документ, позволяющий Вам построить свою дальнейшую жизнь в соответствии с гармонией, заложенной в природе.Наши мудрые предки исповедовали Веды, которые вели человека по пути мер своего имени, т.е. по стезе имени бога, с которым человек был тезка."
book-23,true,Нообиоценоз Касание Сварога,1000,0,,noobiotsenoz-kasanie-svaroga-129-B.jpg,978-5-918-980-057,в-поисках-сокровенного;рекомендованные-для-учащихся-шж,"Эта книга посвящена древнерусским ритуалам и обрядам, замененными сегодня на католическую бутафорию.","Эта книга посвящена древнерусским ритуалам и обрядам, замененными сегодня на католическую бутафорию."
book-24,true,Обереги,1500,0,,oberegi-134-B.jpg,978-5-90244-406-3,в-поисках-сокровенного;рекомендованные-для-учащихся-шж,"Книга посвящена древнерусским традициям, вырванным с корнем из культуры землян.","Книга посвящена древнерусским традициям, вырванным с корнем из культуры землян."
book-25,true,Омоложение. Превращение стариков в юношей,1000,0,,omolozhenie-prevraschenie-starikov-v-yunoshei-235-B.jpg,978-5-91898-009-5,,Книга предназначена для всех желающих омолодиться и оставаться всегда молодым.,Книга предназначена для всех желающих омолодиться и оставаться всегда молодым.
book-26,true,Основы целительства Русского жречества,700,0,,basics_of_Jrecestvo.jpg,,русская-волшебная-культура,"В этой книге изложены основы целительства Русского жречества. Книга рассчитана на читателей, познакомившихся с работами автора из серии ""В п...","В этой книге изложены основы целительства Русского жречества. Книга рассчитана на читателей, познакомившихся с работами автора из серии ""В поисках Сокровенного"" и слушателей Школы Жрецов. В книге представлена информация об истинных причинах болезней человека и способов их устранения. В отличие от современной медицины, Русская жреческая традиция не борется с симптомами болезни, а устраняет причины этих симптомов."
book-27,true,Поводырь,500,0,,povodyr.jpg,978-5-91898-009-5,в-поисках-сокровенного,Владимир Шемшук известен нам как иследователь древней русской культуры и пропагандист Священных Рощ. Однако читателю будет интересно узнать ...,"Владимир Шемшук известен нам как иследователь древней русской культуры и пропагандист Священных Рощ. Однако читателю будет интересно узнать его и со стороны писателя, работающего в жанре короткого рассказа. Его наблюдения сегодняшней жизни точны и выпуклы. Но это не просто констатация увиденного, это еще и филосовское осмысление происходящего. В нашем обществе делается все, чтобы никто не замечал, как люди мучаются от боли, которую испытывают не только взрослые, но и дети. И нельзя допустить, чтобы равнодушие и черствость стали основой общества. Главный вывод, следующий из его рассказов, что нам нельзя в это трудное время ни победить, ни выстоять без правды жизни.&nbsp;"
book-28,true,Пособие для жрецов и кудесников,1500,0,,posobie-dlya-zhretsov-i-kudesnikov-234-B.jpg,978-5-91898-038-5,рекомендованные-для-учащихся-шж,"В этой работе изложены основы&nbsp; древлеправославной веры , покоящейся на чудесных дисциплинах&nbsp; русской волшебной культуры . Книга ра...","В этой работе изложены основы&nbsp; древлеправославной веры , покоящейся на чудесных дисциплинах&nbsp; русской волшебной культуры . Книга рассчитана на читателей, познакомившихся с работами автора из серии "" В поисках сокровенног о""."
book-29,true,Путь в Общину,800,0,,Путь_в_общину.jpg,978-5-91898-012-5,в-поисках-сокровенного,"В книге рассмотрены условия жизненности общин, дан исторический анализ и прогноз их развития. Община-это тот социальный инструмент, который ...","В книге рассмотрены условия жизненности общин, дан исторический анализ и прогноз их развития. Община-это тот социальный инструмент, который может вернуть человеку его прежнее могущество и совершенство."
book-30,true,Русь Борейская,1000,0,,rus-boreiskaya-141-B.jpg,5-93897-007-5,рекомендованные-для-учащихся-шж,"Книга ""Русь борейская""&nbsp;входит в серию ""В поисках сокровенного"". В ней осуществлена попытка воссоздания развёрнутой панорамы непроявленн...","Книга ""Русь борейская""&nbsp;входит в серию ""В поисках сокровенного"". В ней осуществлена попытка воссоздания развёрнутой панорамы непроявленных событий в истории России и вскрыты причины волшебности русской культуры."
book-31,true,Славы русским Богам,700,0,,slavy-russkim-bogam-148-B.jpg,978-5-88917-003-7,рекомендованные-для-учащихся-шж;в-поисках-сокровенного,В этой книге представлены читателю в стихотворной форме Славы русским Богам.,В этой книге представлены читателю в стихотворной форме Славы русским Богам.
book-32,true,Словарь терминов по Русской волшебной культуре,1500,0,,dictionary_of_culture.jpg,,русская-волшебная-культура,"В словаре рассмотрены значения как обычных, но имевших совсем иное значение, так и исчезнувших слов, характеризовавших волшебность древлепра...","В словаре рассмотрены значения как обычных, но имевших совсем иное значение, так и исчезнувших слов, характеризовавших волшебность древлеправославной русской культуры.&nbsp;Предназначена для слушателей Школы Жрецов."
book-33,true,Солнце-и праноедение,800,0,,sun.jpg,978-5-91898-037-8,в-поисках-сокровенного,"Книга предназначена для всех, кто рискует оказаться на самом дне жизни: для бизнесменов, банкиров, предпринимателей, директоров фирм и завод...","Книга предназначена для всех, кто рискует оказаться на самом дне жизни: для бизнесменов, банкиров, предпринимателей, директоров фирм и заводов, крупных и не очень крупных чиновников, политиков, знаменитостей, фермеров, должников, набравших кредитов в банках, просто людей не подозревающих, о своём будущем крахе, для всех тех, кто рискует оказаться в ситуации, когда в течение&nbsp;года, а может быть и нескольких лет, будет всем нечего есть. Предчувствуя такой вариант событий (а он происходит у каждого человека с железной необходимостью), нужно заблаговременно подготовиться к этим испытаниям. Чтобы с честью их пройти, нужно научить организм прано- и солнцеедению. Правильный переход на солнце и праноеедение позволит человеку сохранять жизнь и здоровье&nbsp;и дожить до благополучных дней, когда снова появятся условия для нормальной жизни.В этой книге изложены условия безболезненного перехода на многолетнее существование человека без воды и еды."
book-34,false,Старинное описание цивилизаций Солнечной системы,80,0,,default-cover.svg,,,"С главы книги Карышевой И.А. ""Сущность жизни"", изданной в С.Петербурге в 1897 году мы начинаем печатать письменные источники по русской волш...","С главы книги Карышевой И.А. ""Сущность жизни"", изданной в С.Петербурге в 1897 году мы начинаем печатать письменные источники по русской волшебной культуре. В этой книге в какой то степени можно увидеть, как Человечество опускалось от уровня Повелителей Вселенных, до современного животного уровня.&nbsp;"
book-35,true,Сыроедение - путь к бессмертию,800,0,,syroedenie-put-k-bessmertiyu-133-B.jpg,978-5-91898-001-9,в-поисках-сокровенного,"В книге рассказано о фантастических результатах сыроедения, раскрыты механизмы, объясняющие&nbsp;феномены поразительного оздоровления и изле...","В книге рассказано о фантастических результатах сыроедения, раскрыты механизмы, объясняющие&nbsp;феномены поразительного оздоровления и излечения от всевозможных неизлечимых болезней. Приведены случаи омоложения глубоких стариков с превращением их в молодых людей и даже юношей."
book-36,true,Теория и практика Священных Рощ,1000,0,,Теория-и-практика2.jpg,978-5-91898-004-0,русская-волшебная-культура,"Настоящее исследование проясняет влияние&nbsp; Священных Рощ на экологию, биосферу и общество.","Настоящее исследование проясняет влияние&nbsp; Священных Рощ на экологию, биосферу и общество."
book-37,true,Украденная история,1000,0,Переиздание,ukradennaya-istoriya-233-B.jpg,,в-поисках-сокровенного;рекомендованные-для-учащихся-шж,"По заявкам читателей, переиздана и дополнена книга ""Украденная история"".Книга ""Украденная история России, Европы, Азии и Америки"", входит в ...","По заявкам читателей, переиздана и дополнена книга ""Украденная история"".Книга ""Украденная история России, Европы, Азии и Америки"", входит в серию "" В поисках сокровенного"". Она является значительным дополнением книги ""Запрещённой истории России"". В ней представлены портретные сходства королей, канцлеров и президентов стран Европы, Америки и Азии с императорами и руководителями Российской империи из чего делается вывод, что Европа, Азия и Америка до 1913 года входили в состав Российской империи и окончательно выделились в ""самостоятельные"" государства только лишь после Первой мировой войны. Но развал Российской империи на этом не остановился. Он продолжался и после Февральской и Октябрьских революций, после Гражданской и 2-й мировой войны и продолжается до сих пор после так называемых оранжевых революций. Эта книга также о том, почему и как это происходит.&nbsp; Книга написана на основе Доклада ""История преступлений космических кураторов против Человечества и человечности"", подготовленный для членов ""Комиссии Космической Коалиции по планете Земля""."
book-38,true,Хроника великой Руссии,1500,0,,default-cover.svg,978-5-918-98-024-9,рекомендованные-для-учащихся-шж;в-поисках-сокровенного,"Хроника Великой Руссии объединяет ранее вышедшие книги автора ""Запрещенная история"" и ""Украденная история"". В книге приведены новые факты па...","Хроника Великой Руссии объединяет ранее вышедшие книги автора ""Запрещенная история"" и ""Украденная история"". В книге приведены новые факты параллелей с греческой мифологией и историей."
book-39,true,Что может спасти Америку и Европу от неминуемой гибели?,200,0,,what_can_save_us.jpg,,глобальные-задачи-человечества,"Несмотря на то, что взрыв Йеллоустоунского супервулкана уничтожит не только Америку, но и всех людей на Земле, автор рассчитывает на благора...","Несмотря на то, что взрыв Йеллоустоунского супервулкана уничтожит не только Америку, но и всех людей на Земле, автор рассчитывает на благоразумие здоровых сил Человечества и их возможность принять последнюю разумную меру, способную замедлить надвигающуюся, неизбежную катастрофу (которая практически уже началась) и может быть даже спастись, погасив её. В надвигающейся неотвратимой гибели Человечества и Биосферы Земли, лучше хоть что-то попытаться сделать, чем пассивно ждать своего смертельного конца. Кто-то планирует отсидеться в подземных городах, специально выстроенных для случая глобальной катастрофы, но реальность сегодня такова, что спасутся или все, или не спасётся никто."
book-40,true,Эпоха Рая на Земле,1000,0,,epoha-raya-na-zemle-139-B.jpg,5-93897-007-5,рекомендованные-для-учащихся-шж;в-поисках-сокровенного,"Наконец-то свершилось. Прозревшее сердце, погруженное в череду бесконечных рождений и смертей, отчаявшееся найти свой отчий дом, утопающее в...","Наконец-то свершилось. Прозревшее сердце, погруженное в череду бесконечных рождений и смертей, отчаявшееся найти свой отчий дом, утопающее в слезах в веках тьмы и насилия, припало к целебным истокам и древним корням Святой Руси. Книга В.А. Шемшука раскрыла в памяти опыт прошлых моих рождений в мире Прави и Слави: потрясающий мир с невероятными знаниями, превзошедшими самые дерзкие помыслы и фантазии, с загадочной и доселе скрытой культурой. Все катаклизмы, революции, войны, лжепросвещения, разрушения,взлеты и падения цивилизаций были направлены на то, чтобы мы никогда не постигли красоту русско-славянской, ведической культуры, бывшей колыбелью для евразийских народов. Скоро Господь во всех нас возродит память о прошлом, и мы все убедимся в истинностизнаний, поведанных в этой книге.&nbsp;"
book-41,true,Этическое Государство,700,0,,eticheskoe.jpg,978-5-88917-003-7,в-поисках-сокровенного,"Человек не может жить без веры, без четких социальных ориентиров. Этические принципы, вытекающие из народной философии и национальной морали...","Человек не может жить без веры, без четких социальных ориентиров. Этические принципы, вытекающие из народной философии и национальной морали, помогут&nbsp; восстановить веру российского человека, с которой тысячелетиями жило Человечество. Государством должны управлять духовные и высоконравственные люди. Без претворения в жизнь этических норм невозможна эволюция человека и общества.На основе исторического материала и современных представлений автор показал направление эволюции, привел примеры живых социальных конструкций и сделал прогноз будущего развития России."
book-42,true,Чаровное Сыроедение,1000,0,,charovnoe.jpg,,другие-авторы;русская-волшебная-культура,"Автор использует жреческие знания, и на примере сыроедения, исследует культуру Русского волшебного питания. Оказывается, чаровность заложена...","Автор использует жреческие знания, и на примере сыроедения, исследует культуру Русского волшебного питания. Оказывается, чаровность заложена в строении самих растений, что и задаёт соотношение растений между собой в пище человека. Рекомендовано слушателям Школы Жрецов."
book-43,false,Детям в радость,100,0,,detyam-v-radost-188-B.jpg,978-5-90244-013-2,другие-авторы,Детские стихи с рисунками. Посвященные&nbsp;двадцати пяти&nbsp;древлеправославным богам.,Детские стихи с рисунками. Посвященные&nbsp;двадцати пяти&nbsp;древлеправославным богам.
book-44,false,Клич за Русь ведическую,100,0,,klich-za-rus-vedicheskuyu-184-B.jpg,978-5-91898-029-3,другие-авторы,Сегодня на территории практически всех государств мира развернулась явная или скрытая борьба приверженцев национальных устоев и ниспровергат...,"Сегодня на территории практически всех государств мира развернулась явная или скрытая борьба приверженцев национальных устоев и ниспровергателей всего национального в пользу общечеловеческих ценностей. В этой книге показаны различные перипетии больших и малых битв за отстаивание национальной самобытности народов, проживающих в пределах территории Руси Ведической."
book-45,false,Манифестация античеловечности,90,0,,manifestatsiya-antichelovechnosti-178-B.jpg,978-5-91898-032-3,другие-авторы,"Данная книга составлена из эссе, написанных автором на исходе XX века. На это время приходится пик мировозренческого кризиса материалистичес...","Данная книга составлена из эссе, написанных автором на исходе XX века. На это время приходится пик мировозренческого кризиса материалистической цивилизации запада. В представленной работе намечены пути выхода из цивилизованного тупика, в котором оказалось человечество Земли."
book-46,false,Сила духов народов России,90,0,,sila-duhov-narodov-rossii-181-B.jpg,978-5-91898-031-6,наследие-древних-русов;другие-авторы,"В представленной книге автор рассматривает вопросы духовного возрождения народов России и, прежде всего, государствообразующего русского нар...","В представленной книге автор рассматривает вопросы духовного возрождения народов России и, прежде всего, государствообразующего русского народа. Практически весь XX век национальное самосознание русского народа подвергалось жесточайшему угнетению наднациональными силами мирового порядка. Именно поэтому в книге так много внимания уделено рассмотрению вопросов преодоления этой разрушительной тенденции."
book-47,false,Славянский фрактал,90,0,,slavyanskii-fraktal-182-B.jpg,978-5-91898-030-9,другие-авторы;наследие-древних-русов,В представленной работе автор стремится обозначить масштабы разрушения традиционного образа жизни славян. Выделены сильные мирового славянст...,"В представленной работе автор стремится обозначить масштабы разрушения традиционного образа жизни славян. Выделены сильные мирового славянства, что позволяет придать новый импульс тенденции укрепления национального духа славянских народов. Подробное методов уничтожения славянской цивилизации легионерами мировой закулисы призвано&nbsp; активизировать славянских мыслителей на проявление обережной философии в реальной жизни восточных, западных и южных славян."
book-48,false,Торжество биоразума,100,0,,torzhestvo-biorazuma-180-B.jpg,978-5-91898-021-7,другие-авторы,В представленной книге автор рассматривает методологию трансформации сознания и биологической основы человека под влиянием неестейственности...,"В представленной книге автор рассматривает методологию трансформации сознания и биологической основы человека под влиянием неестейственности городской среды обитания, а также актуальные вопросы явления Исхода людей из городов.Автор будет благодарен читателям, которые поделятся своим практическим опытом участия в Исходе. Материалы направлять по электронной почте&nbsp;staretz@mail.ru&nbsp;или&nbsp;camchadal@yahoo.com, Web-site: http:// staretz.narod.ru"
book-49,true,Задачник для Школы Жрецов,700,0,,zadachnik-shj.jpg,,русская-волшебная-культура,"Книга посвящена вопросам, которые надо проработать и домашним заданиям Школы Жрецов","Книга посвящена вопросам, которые надо проработать и домашним заданиям Школы Жрецов"
book-50,true,Плоская Земля и Теория относительности или Почему с нами не контачат инопланетян,700,0,,ploskaya_zemlya.jpg,,в-поисках-сокровенного,"Книга ""Плоская Земля и Теория относительности"" или ""Почему с нами не контачат инопланетяне"" входит в серию ""поисках сокровенного"" и отвечает...","Книга ""Плоская Земля и Теория относительности"" или ""Почему с нами не контачат инопланетяне"" входит в серию ""поисках сокровенного"" и отвечает на вопрос, мучащих многих Землян: ""почему с нами не хотят вступать в контакт иные цивилизации"". Книга посвящена решению вопроса: как Человечеству обрести статус разумности."
book-51,true,Яга Любви (для Жрецов. новая обл.),1500,0,,Обл-Яга-Любви-web.jpg,,вперёд-к-истокам,"Твёрдый переплёт.Используя мифологию и фольклорные данные и старые традиции сохранившейся в русской глубинке, автор предпринял попытку восст...","Твёрдый переплёт.Используя мифологию и фольклорные данные и старые традиции сохранившейся в русской глубинке, автор предпринял попытку восстановить прежнюю форму физиологии половых отношений.Книга рассчитана на физиологов, сексологов, психотерапевтов, психологов и психоаналитиков."
book-52,true,Старинные способы оживления умершего человека,700,0,,starinnie_sposobi.jpg,,русская-волшебная-культура,"Автор собрал и изложил старинные способы оживления умерших людей,&nbsp;позволявшие человеку&nbsp;полностью восстановится после смерти.Книга ...","Автор собрал и изложил старинные способы оживления умерших людей,&nbsp;позволявшие человеку&nbsp;полностью восстановится после смерти.Книга рассчитана на реаниматологов и на всех интересующихся этой проблемой."
